College_Name,Course,City,State,University,Average_Fees,Rating,NIRF_Rank,Institute_Type,NBA_Accreditation,NAAC_Accreditation,Website,Course_Category,Affordability_Score,Quality_Score,Overall_Score,Affordability_Tier,Quality_Tier,Ranking_Tier
PACE Institute of Technology and Sciences,ELECTRONICS & COMMUNICATION ENGG,Valluru,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",150812.5,0.0,,Private,No,No,www.pace.ac.in,Electronics & Communication,69.8375,20.0,39.9,Affordable,Below Average,Not Ranked
PES College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in",Electronics & Communication,74.425,20.0,41.8,Affordable,Below Average,Not Ranked
Vishnu Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Bhimavaram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",248754.54545454544,3.51,,Private,No,No,www.vishnu.edu.i n,Electronics & Communication,50.24909090909091,45.1,47.2,Moderate,Average,Not Ranked
NRI Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Gopalapuram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",168666.6666666667,0.0,,Private,No,No,www.nrigroupofc olleg,Electronics & Communication,66.26666666666667,20.0,38.5,Affordable,Below Average,Not Ranked
Pragati Engineering College,ELECTRONICS & COMMUNICATION ENGG,Surampalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",217714.2857142857,3.08,,Private - Autonomous,No,No,www.pragati.ac.i n,Electronics & Communication,56.457142857142856,40.8,47.1,Moderate,Average,Not Ranked
Aditya Engineering College,ELECTRONICS & COMMUNICATION ENGG,Surampalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",163440.0,0.0,,Private - Autonomous,No,No,www.aec.edu.in,Electronics & Communication,67.312,20.0,38.9,Affordable,Below Average,Not Ranked
Aditya College of Engineering,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Surampalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",150500.0,2.72,,Private,No,No,www.acem.ac.in,Electronics & Communication,69.9,20.0,40.0,Affordable,Below Average,Not Ranked
Srinivasa Ramanujan Institute of Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Chedulla,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",170625.0,3.02,,Private,No,No,www.srit.ac.in,Electronics & Communication,65.875,40.2,50.5,Affordable,Average,Not Ranked
Srinivasa Institute of Engineering and Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Amalapuram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",102769.23076923077,0.0,,Private,No,No,www.sriniet.edu.i n,Electronics & Communication,79.44615384615385,20.0,43.8,Affordable,Below Average,Not Ranked
Chalapathi Institute of Engineering and Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Guntur,Andhra Pradesh,"Acharya Nagarjuna University, Guntur",190000.0,0.0,,Private,No,No,"www.chalapathie
 ngg.a",Electronics & Communication,62.0,20.0,36.8,Affordable,Below Average,Not Ranked
Lendi Institute of Engineering and Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Jonnada,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",192888.88888888888,3.02,,Private,No,No,www.lendi.org,Electronics & Communication,61.422222222222224,40.2,48.7,Affordable,Average,Not Ranked
Ramachandra College of Engineering,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Kokkirapadu,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",151499.99999999997,0.0,,Private,No,No,www.rcee.ac.in,Electronics & Communication,69.7,20.0,39.9,Affordable,Below Average,Not Ranked
Vignan's Lara Institute of Technology and Science,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Vadlamudi,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",241090.9090909091,0.0,,Private,No,No,www.vignanlara. org,Electronics & Communication,51.78181818181818,20.0,32.7,Moderate,Below Average,Not Ranked
Sri Venkateswara College of Engineering and Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",184629.41176470587,3.08,,Private,No,Not Available,www.svcetedu.or g,Electronics & Communication,63.07411764705883,20.0,37.2,Affordable,Below Average,Not Ranked
Sagi Ramakrishnam Raju Engineering College,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Bhimavaram,Andhra Pradesh,"Andhra University, Visakhapatnam",253666.66666666663,3.6,,Private - Autonomous,No,No,www.srkrec.ac.in,Electronics & Communication,49.26666666666667,46.0,47.3,Moderate,Average,Not Ranked
PACE Institute of Technology and Sciences,INFORMATION TECHNOLOGY,Valluru,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",150812.5,0.0,,Private,No,No,www.pace.ac.in,Computer Science & IT,69.8375,20.0,39.9,Affordable,Below Average,Not Ranked
Pragati Engineering College,INFORMATION TECHNOLOGY,Surampalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",217714.2857142857,3.08,,Private - Autonomous,No,No,www.pragati.ac.i n,Computer Science & IT,56.457142857142856,40.8,47.1,Moderate,Average,Not Ranked
Vishnu Institute of Technology,INFORMATION TECHNOLOGY,Bhimavaram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",248754.54545454544,3.51,,Private,No,No,www.vishnu.edu.i n,Computer Science & IT,50.24909090909091,45.1,47.2,Moderate,Average,Not Ranked
Sri Venkateswara College of Engineering and Technology,INFORMATION TECHNOLOGY,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",184629.41176470587,3.08,,Private,No,Not Available,www.svcetedu.or g,Computer Science & IT,63.07411764705883,20.0,37.2,Affordable,Below Average,Not Ranked
Vignan's Lara Institute of Technology and Science,INFORMATION TECHNOLOGY,Vadlamudi,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",241090.9090909091,0.0,,Private,No,No,www.vignanlara. org,Computer Science & IT,51.78181818181818,20.0,32.7,Moderate,Below Average,Not Ranked
Gayatri Vidya Parishad College of Engineering for Women,INFORMATION TECHNOLOGY,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",360199.99999999994,0.0,,Private,No,No,www.gvpcew.ac.i n,Computer Science & IT,33.980000000000004,20.0,25.6,Premium,Below Average,Not Ranked
NRI Institute of Technology,INFORMATION TECHNOLOGY,Gopalapuram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",168666.6666666667,0.0,,Private,No,No,www.nrigroupofc olleg,Computer Science & IT,66.26666666666667,20.0,38.5,Affordable,Below Average,Not Ranked
Aditya Engineering College,INFORMATION TECHNOLOGY,Surampalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",163440.0,0.0,,Private - Autonomous,No,No,www.aec.edu.in,Computer Science & IT,67.312,20.0,38.9,Affordable,Below Average,Not Ranked
PES College of Engineering,INFORMATION TECHNOLOGY,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in",Computer Science & IT,74.425,20.0,41.8,Affordable,Below Average,Not Ranked
Sagi Ramakrishnam Raju Engineering College,INFORMATION TECHNOLOGY,Bhimavaram,Andhra Pradesh,"Andhra University, Visakhapatnam",253666.66666666663,3.6,,Private - Autonomous,No,No,www.srkrec.ac.in,Computer Science & IT,49.26666666666667,46.0,47.3,Moderate,Average,Not Ranked
Geethanjali Institute of Science and Technology,MECHANICAL ENGINEERING,Gangavaram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",160444.44444444444,0.0,,Private,No,No,www.gist.edu.in,Mechanical Engineering,67.91111111111111,20.0,39.2,Affordable,Below Average,Not Ranked
Aditya College of Engineering,MECHANICAL ENGINEERING,Surampalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",150500.0,2.72,,Private,No,No,www.acem.ac.in,Mechanical Engineering,69.9,20.0,40.0,Affordable,Below Average,Not Ranked
RISE Krishna Sai Prakasam Group of Institutions,MECHANICAL ENGINEERING,Valluru,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",118214.28571428572,0.0,,Private,No,No,www.risegroup.e du.in,Mechanical Engineering,76.35714285714286,20.0,42.5,Affordable,Below Average,Not Ranked
Krishna Chaitanya Institute of Technology and Sciences,MECHANICAL ENGINEERING,Idupur,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",149000.0,0.0,,Private,No,No,www.kits- anna.com,Mechanical Engineering,70.2,20.0,40.1,Affordable,Below Average,Not Ranked
Vindhya Institute of Technology and Science,MECHANICAL ENGINEERING,Indore,Madhya Pradesh,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",130353.84615384616,0.0,,Private,No,No,www.bvcits.ac.in,Mechanical Engineering,73.92923076923077,20.0,41.6,Affordable,Below Average,Not Ranked
Ramireddy Subbarami Reddy Engineering College,MECHANICAL ENGINEERING,Kadanuthala,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",153166.66666666666,0.0,,Private,No,No,www.rsrec.in,Mechanical Engineering,69.36666666666667,20.0,39.7,Affordable,Below Average,Not Ranked
Gayatri Vidya Parishad College for Degree and PG Courses,MECHANICAL ENGINEERING,Visakhapatnam,Andhra Pradesh,"Andhra University, Visakhapatnam",201666.66666666663,0.0,,Private,No,No,www.gvpcdpgc.e du.in/,Mechanical Engineering,59.66666666666667,20.0,35.9,Moderate,Below Average,Not Ranked
Chalapathi Institute of Engineering and Technology,MECHANICAL ENGINEERING,Guntur,Andhra Pradesh,"Acharya Nagarjuna University, Guntur",190000.0,0.0,,Private,No,No,"www.chalapathie
 ngg.a",Mechanical Engineering,62.0,20.0,36.8,Affordable,Below Average,Not Ranked
Sri Vasavi Engineering College,MECHANICAL ENGINEERING,West Godavari,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",151764.70588235295,3.18,,Private,No,No,www.srivasavien gg.ac,Mechanical Engineering,69.6470588235294,41.8,52.9,Affordable,Average,Not Ranked
PACE Institute of Technology and Sciences,MECHANICAL ENGINEERING,Valluru,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",150812.5,0.0,,Private,No,No,www.pace.ac.in,Mechanical Engineering,69.8375,20.0,39.9,Affordable,Below Average,Not Ranked
PES College of Engineering,MECHANICAL ENGINEERING,Mandya,Karnataka,"Visvesvaraya Technological University, Belagavi",127875.0,2.99,,Private,No,No,"www.sircrrengg.a
 c.in",Mechanical Engineering,74.425,20.0,41.8,Affordable,Below Average,Not Ranked
Lendi Institute of Engineering and Technology,MECHANICAL ENGINEERING,Jonnada,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",192888.88888888888,3.02,,Private,No,No,www.lendi.org,Mechanical Engineering,61.422222222222224,40.2,48.7,Affordable,Average,Not Ranked
Vishnu Institute of Technology,MECHANICAL ENGINEERING,Bhimavaram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",248754.54545454544,3.51,,Private,No,No,www.vishnu.edu.i n,Mechanical Engineering,50.24909090909091,45.1,47.2,Moderate,Average,Not Ranked
Srinivasa Ramanujan Institute of Technology,MECHANICAL ENGINEERING,Chedulla,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",170625.0,3.02,,Private,No,No,www.srit.ac.in,Mechanical Engineering,65.875,40.2,50.5,Affordable,Average,Not Ranked
Ramachandra College of Engineering,MECHANICAL ENGINEERING,Kokkirapadu,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",151499.99999999997,0.0,,Private,No,No,www.rcee.ac.in,Mechanical Engineering,69.7,20.0,39.9,Affordable,Below Average,Not Ranked
Srinivasa Institute of Engineering and Technology,MECHANICAL ENGINEERING,Amalapuram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",102769.23076923077,0.0,,Private,No,No,www.sriniet.edu.i n,Mechanical Engineering,79.44615384615385,20.0,43.8,Affordable,Below Average,Not Ranked
Dhanekula Institute of Engineering and Technology,MECHANICAL ENGINEERING,Gangur,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",141981.81818181818,0.0,,Private,No,No,www.diet.ac.in,Mechanical Engineering,71.60363636363637,20.0,40.6,Affordable,Below Average,Not Ranked
Vignan's Lara Institute of Technology and Science,MECHANICAL ENGINEERING,Vadlamudi,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",241090.9090909091,0.0,,Private,No,No,www.vignanlara. org,Mechanical Engineering,51.78181818181818,20.0,32.7,Moderate,Below Average,Not Ranked
NRI Institute of Technology,MECHANICAL ENGINEERING,Gopalapuram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",168666.6666666667,0.0,,Private,No,No,www.nrigroupofc olleg,Mechanical Engineering,66.26666666666667,20.0,38.5,Affordable,Below Average,Not Ranked
Aditya Engineering College,MECHANICAL ENGINEERING,Surampalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",163440.0,0.0,,Private - Autonomous,No,No,www.aec.edu.in,Mechanical Engineering,67.312,20.0,38.9,Affordable,Below Average,Not Ranked
Pragati Engineering College,MECHANICAL ENGINEERING,Surampalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",217714.2857142857,3.08,,Private - Autonomous,No,No,www.pragati.ac.i n,Mechanical Engineering,56.457142857142856,40.8,47.1,Moderate,Average,Not Ranked
Sri Venkateswara College of Engineering and Technology,MECHANICAL ENGINEERING,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",184629.41176470587,3.08,,Private,No,Not Available,www.svcetedu.or g,Mechanical Engineering,63.07411764705883,20.0,37.2,Affordable,Below Average,Not Ranked
Sagi Ramakrishnam Raju Engineering College,MECHANICAL ENGINEERING,Bhimavaram,Andhra Pradesh,"Andhra University, Visakhapatnam",253666.66666666663,3.6,,Private - Autonomous,No,No,www.srkrec.ac.in,Mechanical Engineering,49.26666666666667,46.0,47.3,Moderate,Average,Not Ranked
Aditya Engineering College,MINING ENGINEERING,Surampalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",163440.0,0.0,,Private - Autonomous,No,No,www.aec.edu.in,Mining & Metallurgy,67.312,20.0,38.9,Affordable,Below Average,Not Ranked
Aditya Engineering College,PETROLEUM TECHNOLOGY,Surampalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",163440.0,0.0,,Private - Autonomous,No,No,www.aec.edu.in,Other Engineering,67.312,20.0,38.9,Affordable,Below Average,Not Ranked
RVR and JC College of Engineering,CHEMICAL ENGINEERING,Guntur,Andhra Pradesh,"Acharya Nagarjuna University, Guntur",304200.0,3.19,,"Private -
 Autonomous",Yes,Yes,www.rvrjcce.ac.in,Chemical & Biotechnology,39.58,75.2,61.0,Premium,Good,Not Ranked
Anil Neerukonda Institute of Technology and Sciences,CHEMICAL ENGINEERING,Visakhapatnam,Andhra Pradesh,"Andhra University, Visakhapatnam",281666.6666666667,3.01,,Private - Autonomous,Yes,Yes,www.anits.edu.in,Chemical & Biotechnology,43.666666666666664,73.4,61.5,Moderate,Good,Not Ranked
Maharaj Vijayaram Gajapathi Raj College of Engineering,CHEMICAL ENGINEERING,Vizianagaram,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",241533.3333333333,3.14,,Private - Autonomous,Yes,Yes,"www.mvgrce.edu
 .in",Chemical & Biotechnology,51.693333333333335,74.7,65.5,Moderate,Good,Not Ranked
Gayatri Vidya Parishad College of Engineering,CHEMICAL ENGINEERING,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",239380.9523809524,3.47,,Private - Autonomous,Yes,Yes,www.gvpce.ac.in,Chemical & Biotechnology,52.12380952380952,78.0,67.6,Moderate,Good,Not Ranked
GMR Institute of Technology,CHEMICAL ENGINEERING,Srikakulam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",301846.1538461539,3.16,,Private - Autonomous,Yes,Yes,www.gmrit.org,Chemical & Biotechnology,39.815384615384616,74.9,60.9,Premium,Good,Not Ranked
JNTUA College of Engineering,CHEMICAL ENGINEERING,Anantapur,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",56464.28571428572,0.0,,Government,Yes,Not Available,www.jntuacea.ac. in,Chemical & Biotechnology,88.70714285714286,66.7,75.5,Budget-Friendly,Good,Not Ranked
Madanapalle Institute of Technology and Science,CIVIL ENGINEERING,Madanapalle,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",277812.5,0.0,,Private - Autonomous,Yes,Yes,www.mits.ac.in,Civil Engineering,44.4375,86.7,69.8,Moderate,Excellent,Not Ranked
Shri Vishnu Engineering College for Women,CIVIL ENGINEERING,West Godavari,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",242500.0,3.09,,Private - Autonomous,Yes,Yes,www.svecw.edu.i n,Civil Engineering,51.5,74.2,65.1,Moderate,Good,Not Ranked
Anil Neerukonda Institute of Technology and Sciences,CIVIL ENGINEERING,Visakhapatnam,Andhra Pradesh,"Andhra University, Visakhapatnam",281666.6666666667,3.01,,Private - Autonomous,Yes,Yes,www.anits.edu.in,Civil Engineering,43.666666666666664,73.4,61.5,Moderate,Good,Not Ranked
Raipur Institute of Technology,CIVIL ENGINEERING,Naya Raipur,Chhattisgarh,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",203526.31578947368,0.0,,Private,Yes,Yes,www.raghuinstec h.com,Civil Engineering,59.294736842105266,86.7,75.7,Moderate,Excellent,Not Ranked
Prasad V Potluri Siddhartha Institute of Technology,CIVIL ENGINEERING,Vijayawada,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",276636.36363636365,3.38,,Private - Autonomous,Yes,Yes,www.pvpsiddhart ha.ac,Civil Engineering,44.67272727272727,77.1,64.1,Moderate,Good,Not Ranked
QIS College of Engineering and Technology,CIVIL ENGINEERING,Vegamukkapalem,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",184450.0,0.0,,Private - Autonomous,Yes,Yes,www.qiscet.edu.i n,Civil Engineering,63.11,86.7,77.3,Affordable,Excellent,Not Ranked
University College of Engineering,CIVIL ENGINEERING,Hyderabad,Telangana,"Osmania University, Hyderabad",93203.58974358976,0.0,101.0,Government Autonomous,Yes,Yes,www.jntucek.ac..i n,Civil Engineering,81.35928205128205,70.7,75.0,Budget-Friendly,Good,Top 200
Raghu Engineering College,CIVIL ENGINEERING,Visakhapatnam,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",227000.0,3.06,,Private - Autonomous,Yes,Yes,www.raghuenggc ollege,Civil Engineering,54.6,73.9,66.2,Moderate,Good,Not Ranked
JNTUA College of Engineering,CIVIL ENGINEERING,Anantapur,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",56464.28571428572,0.0,,Government,Yes,Not Available,www.jntuacea.ac. in,Civil Engineering,88.70714285714286,66.7,75.5,Budget-Friendly,Good,Not Ranked
Aditya Institute of Technology and Management,CIVIL ENGINEERING,K Kotturu,Andhra Pradesh,"Jawaharlal Nehru Technological University, Kakinada",159875.0,0.0,,Private - Autonomous,Yes,Yes,www.adityatekka li.ed,Civil Engineering,68.025,86.7,79.2,Affordable,Excellent,Not Ranked
